DATE,PRCP,TAVG
2018-04-08,0.8,10.0
2018-04-09,7.1,8.9
2018-04-10,11.9,10.7
2018-04-11,5.1,9.2
2018-04-12,1.0,8.1
2018-04-13,0.3,8.8
2018-04-14,0.0,12.9
2018-04-15,0.0,11.6
2018-04-16,0.5,11.2
2018-04-17,0.0,14.3
2018-04-18,0.0,17.7
2018-04-19,0.0,20.0
2018-04-20,0.0,18.7
2018-04-21,0.0,17.6
2018-04-22,10.9,16.5
2018-04-23,0.0,11.8
2018-04-24,0.0,13.1
2018-04-25,0.3,11.0
2018-04-26,0.5,10.4
2018-04-27,1.0,9.6
2018-04-28,4.6,8.4
2018-04-29,0.8,7.3
2018-04-30,1.0,7.2
2018-05-01,2.3,8.3
2018-05-02,0.5,10.0
2018-05-03,4.3,10.9
2018-05-04,0.0,14.6
2018-05-05,0.0,15.6
2018-05-06,0.0,17.4
2018-05-07,0.0,19.8
2018-05-08,0.0,17.9
2018-05-09,0.0,13.9
2018-05-10,1.5,12.8
2018-05-11,0.0,13.2
2018-05-12,0.0,11.8
2018-05-13,9.1,12.8
2018-05-14,0.0,14.9
2018-05-15,0.0,16.8
2018-05-16,0.0,12.7
2018-05-17,0.0,11.8
2018-05-18,0.0,12.3
2018-05-19,0.0,14.9
2018-05-20,0.0,15.3
2018-05-21,0.0,16.7
2018-05-22,0.0,16.8
2018-05-23,0.0,13.7
2018-05-24,19.3,14.0
2018-05-25,2.3,15.3
2018-05-26,0.0,19.8
2018-05-27,10.9,20.7
2018-05-28,0.0,19.6
2018-05-29,0.0,15.3
2018-05-30,10.7,15.6
2018-05-31,0.0,18.7
2018-06-01,0.0,18.6
2018-06-02,0.0,18.6
2018-06-03,0.0,19.8
2018-06-04,0.0,16.2
2018-06-05,0.0,14.3
2018-06-06,0.0,15.8
2018-06-07,0.0,16.7
2018-06-08,0.0,17.7
2018-06-09,0.0,16.8
2018-06-10,0.0,18.2
2018-06-11,0.0,18.4
2018-06-12,0.0,15.3
2018-06-13,0.0,16.2
2018-06-14,0.0,17.7
2018-06-15,0.0,17.1
2018-06-16,0.0,16.1
2018-06-17,0.0,15.5
2018-06-18,0.5,19.2
2018-06-19,0.0,20.2
2018-06-20,0.0,18.8
2018-06-21,0.0,15.6
2018-06-22,0.0,16.5
2018-06-23,0.0,18.1
2018-06-24,0.0,19.9
2018-06-25,0.0,21.9
2018-06-26,0.0,21.7
2018-06-27,0.0,19.3
2018-06-28,0.0,19.4
2018-06-29,0.0,20.5
2018-06-30,0.0,20.3
2018-07-01,0.0,23.4
2018-07-02,0.0,23.3
2018-07-03,0.0,20.9
2018-07-04,0.0,20.3
2018-07-05,0.0,23.2
2018-07-06,0.0,23.8
2018-07-07,0.0,24.5
2018-07-08,0.0,23.5
2018-07-09,0.0,23.1
2018-07-10,0.0,18.7
2018-07-11,0.0,18.6
2018-07-12,0.0,19.2
2018-07-13,0.0,20.6
2018-07-14,0.0,21.8
2018-07-15,0.0,22.8
2018-07-16,0.0,22.7
2018-07-17,0.0,19.1
2018-07-18,0.0,20.1
2018-07-19,0.0,21.8
2018-07-20,0.0,21.2
2018-07-21,0.0,21.7
2018-07-22,0.0,22.7
2018-07-23,0.0,25.1
2018-07-24,0.0,23.5
2018-07-25,0.0,24.3
2018-07-26,0.0,26.6
2018-07-27,0.0,23.0
2018-07-28,3.3,18.9
2018-07-29,0.3,18.1
2018-07-30,6.1,19.8
2018-07-31,5.3,19.6
2018-08-01,0.0,19.4
2018-08-02,0.0,22.3
2018-08-03,0.0,25.1
2018-08-04,0.0,23.6
2018-08-05,0.0,23.2
2018-08-06,0.0,24.2
2018-08-07,0.0,23.2
2018-08-08,0.0,19.1
2018-08-09,0.5,15.6
2018-08-10,7.9,15.2
2018-08-11,2.3,15.8
2018-08-12,0.5,18.2
2018-08-13,1.5,19.2
2018-08-14,0.0,19.1
2018-08-15,0.0,19.7
2018-08-16,0.0,17.6
2018-08-17,9.9,17.3
2018-08-18,0.0,18.8
2018-08-19,0.0,20.8
2018-08-20,0.0,21.3
2018-08-21,0.0,21.6
2018-08-22,0.0,19.1
2018-08-23,0.0,18.7
2018-08-24,1.3,14.0
2018-08-25,5.3,13.4
2018-08-26,0.0,14.5
2018-08-27,10.9,16.7
2018-08-28,0.0,17.3
2018-08-29,4.3,16.1
2018-08-30,3.3,15.4
2018-08-31,0.0,16.6
2018-09-01,0.0,17.8
2018-09-02,0.0,18.1
2018-09-03,0.0,18.2
2018-09-04,0.0,16.6
2018-09-05,0.0,17.6
2018-09-06,0.0,15.7
2018-09-07,0.3,13.6
2018-09-08,0.0,15.2
2018-09-09,0.0,18.3
2018-09-10,0.0,17.3
2018-09-11,0.0,19.2
2018-09-12,3.3,13.6
2018-09-13,0.0,13.0
2018-09-14,0.0,13.9
2018-09-15,0.0,15.0
2018-09-16,0.0,18.3
2018-09-17,,19.5
2018-09-18,,19.8
2018-09-19,0.3,19.0
2018-09-20,0.0,18.8
2018-09-21,4.6,13.8
2018-09-22,0.5,11.4
2018-09-23,7.9,10.6
2018-09-24,0.0,9.4
2018-09-25,0.0,10.6
2018-09-26,0.0,13.9
2018-09-27,0.0,15.3
2018-09-28,0.0,13.5
2018-09-29,0.0,11.1
2018-09-30,0.0,10.3
2018-10-01,0.0,11.0
2018-10-02,0.0,15.6
2018-10-03,0.0,15.2
2018-10-04,0.0,13.7
2018-10-05,0.0,15.8
2018-10-06,0.0,10.1
2018-10-07,10.4,9.7
2018-10-08,0.0,11.6
2018-10-09,0.0,14.4
2018-10-10,0.0,16.1
2018-10-11,0.0,16.8
2018-10-12,3.0,18.0
2018-10-13,0.3,20.4
2018-10-14,3.0,12.8
2018-10-15,36.3,12.5
2018-10-16,0.3,15.7
2018-10-17,0.0,13.6
2018-10-18,1.8,12.2
2018-10-19,0.0,9.7
2018-10-20,0.0,11.7
2018-10-21,0.0,13.0
2018-10-22,0.0,10.0
2018-10-23,,11.1
2018-10-24,0.0,12.7
2018-10-25,0.0,9.8
2018-10-26,0.0,8.6
2018-10-27,1.3,4.7
2018-10-28,0.3,6.2
2018-10-29,0.5,5.1
2018-10-30,0.0,6.3
2018-10-31,0.0,7.1
2018-11-01,4.1,8.9
2018-11-02,4.3,5.5
2018-11-03,0.0,8.5
2018-11-04,0.0,10.6
2018-11-05,0.0,11.3
2018-11-06,0.0,12.6
2018-11-07,4.3,11.7
2018-11-08,5.3,9.4
2018-11-09,0.0,10.5
2018-11-10,7.9,10.9
2018-11-11,21.3,10.4
2018-11-12,1.3,11.1
2018-11-13,0.5,10.2
2018-11-14,0.0,11.2
2018-11-15,0.3,12.5
2018-11-16,0.0,10.8
2018-11-23,0.3,6.8
2018-11-24,0.0,8.3
2018-11-25,0.5,7.2
2018-11-26,0.0,6.2
2018-11-27,0.0,5.8
2018-11-28,6.9,11.8
2018-11-29,2.5,12.0
2018-11-30,2.3,8.6
2018-12-01,0.3,10.2
2018-12-02,7.9,13.7
2018-12-03,0.0,10.9
2018-12-04,2.8,5.5
2018-12-05,3.8,10.1
2018-12-06,1.3,11.9
2018-12-07,0.5,10.2
2018-12-08,7.4,9.6
2018-12-09,1.3,8.9
2018-12-10,1.5,7.2
2018-12-11,0.0,5.4
2018-12-12,0.0,5.5
2018-12-13,0.0,2.3
2018-12-14,0.0,1.9
2018-12-15,0.0,3.4
2018-12-16,10.4,6.9
2018-12-17,4.3,7.4
2018-12-18,0.0,9.4
2018-12-19,8.1,7.7
2018-12-20,1.3,8.3
2018-12-21,0.0,11.4
2018-12-22,0.5,10.0
2018-12-23,1.3,9.3
2018-12-24,5.3,5.4
2018-12-25,0.3,5.3
2018-12-26,0.0,7.5
2018-12-27,0.3,4.4
2018-12-28,0.0,7.8
2018-12-29,0.0,10.1
2018-12-30,0.0,9.2
2018-12-31,0.0,9.4
2019-01-01,0.0,8.5
2019-01-02,0.0,5.2
2019-01-03,0.0,4.8
2019-01-04,0.0,3.1
2019-01-05,0.0,4.6
2019-01-06,0.0,7.8
2019-01-07,0.0,9.2
2019-01-08,0.0,7.1
2019-01-09,0.0,4.2
2019-01-10,0.0,3.3
2019-01-11,0.0,7.5
2019-01-12,0.0,8.9
2019-01-13,0.0,10.5
2019-01-14,0.0,8.1
2019-01-15,0.0,6.7
2019-01-16,0.0,7.6
2019-01-17,5.1,3.5
2019-01-18,0.3,2.3
2019-01-19,0.0,4.1
2019-01-20,0.0,2.0
2019-01-21,0.0,1.8
2019-01-22,5.3,3.4
2019-01-23,4.1,1.6
2019-01-24,1.0,1.3
2019-01-25,0.5,7.2
2019-01-26,0.5,8.3
2019-01-27,5.6,5.8
2019-01-28,1.3,2.9
2019-01-29,0.0,1.9
2019-01-30,5.1,1.4
2019-01-31,0.0,-0.3
2019-02-01,2.0,1.5
2019-02-02,7.9,2.7
2019-02-03,0.0,1.9
2019-02-04,0.8,7.1
2019-02-05,4.3,6.5
2019-02-06,4.3,9.1
2019-02-07,4.1,8.0
2019-02-08,0.3,9.2
2019-02-09,7.9,8.3
2019-02-10,1.5,5.8
2019-02-11,1.5,6.0
2019-02-12,0.0,6.5
2019-02-13,0.0,7.6
2019-02-14,0.0,6.2
2019-02-15,0.0,6.8
2019-02-16,0.3,8.6
2019-02-17,0.0,9.4
2019-02-18,0.0,8.1
2019-02-19,2.8,7.0
2019-02-20,0.0,8.7
2019-02-21,0.0,10.1
2019-02-22,0.0,8.7
2019-02-23,0.0,9.8
2019-02-24,0.0,8.8
2019-02-25,0.0,9.3
2019-02-26,0.0,10.4
2019-02-27,0.0,10.6
2019-02-28,0.0,9.3
2019-03-01,1.5,9.5
2019-03-02,0.0,10.7
2019-03-03,1.5,10.9
2019-03-04,6.1,6.7
2019-03-05,0.5,7.7
2019-03-06,4.1,10.4
2019-03-07,1.5,8.2
2019-03-08,0.3,7.6
2019-03-09,1.3,9.4
2019-03-10,7.9,7.3
2019-03-11,3.3,6.9
2019-03-12,0.5,7.2
2019-03-13,7.9,8.7
2019-03-14,3.0,10.4
2019-03-15,5.8,12.3
2019-03-16,0.0,10.9
2019-03-17,4.3,6.8
2019-03-18,1.8,7.1
2019-03-19,0.0,9.4
2019-03-20,0.0,10.8
2019-03-21,0.0,11.4
2019-03-22,0.0,10.1
2019-03-23,0.0,10.1
2019-03-24,0.0,8.6
2019-03-25,0.0,9.1
2019-03-26,0.0,8.2
2019-03-27,0.0,9.7
2019-03-28,0.0,10.7
2019-03-29,0.0,10.9
2019-03-30,0.0,12.6
2019-03-31,0.0,9.4
2019-04-01,0.0,8.3
2019-04-02,0.0,5.9
2019-04-03,4.3,4.2
2019-04-04,0.5,5.6
2019-04-05,1.8,9.4
2019-04-06,0.0,8.6
2019-04-07,0.0,9.0
2019-04-08,0.3,9.8
2019-04-09,2.8,9.1
2019-04-10,1.8,8.2
2019-04-11,0.0,6.6
2019-04-12,0.0,6.3
2019-04-13,0.0,5.1
2019-04-14,0.0,5.1
2019-04-15,0.0,8.9
2019-04-16,0.0,10.8
2019-04-17,0.0,12.4
2019-04-18,0.0,14.1
2019-04-19,0.0,15.8
2019-04-20,0.0,16.7
2019-04-21,0.0,15.3
2019-04-22,0.0,16.9
2019-04-23,0.0,15.8
2019-04-24,0.0,13.2
2019-04-25,0.5,12.3
2019-04-26,0.0,11.2
2019-04-27,0.5,9.7
2019-04-28,0.3,10.6
2019-04-29,0.0,10.6
2019-04-30,0.0,11.9
2019-05-01,0.0,11.8
2019-05-02,0.0,11.4
2019-05-03,1.5,9.7
2019-05-04,1.8,7.6
2019-05-05,0.3,8.1
2019-05-06,0.0,9.0
2019-05-07,0.0,11.2
2019-05-08,4.3,10.8
2019-05-09,13.7,10.2
2019-05-10,9.1,10.5
2019-05-11,0.0,11.8
2019-05-12,2.0,11.4
2019-05-13,0.3,11.6
2019-05-14,0.0,12.8
2019-05-15,0.0,13.4
2019-05-20,0.0,15.8
2019-05-21,0.0,15.7
2019-05-22,0.0,16.2
2019-05-23,0.0,16.9
2019-05-24,0.0,16.9
2019-05-25,0.0,18.6
2019-05-26,0.0,17.2
2019-05-27,0.0,14.2
2019-05-28,0.3,12.8
2019-05-29,0.0,12.6
2019-05-30,2.8,18.6
2019-05-31,0.0,16.9
2019-06-01,0.0,19.2
2019-06-02,0.0,19.7
2019-06-03,0.0,15.6
2019-06-04,0.0,14.3
2019-06-05,1.5,15.2
2019-06-06,0.0,14.6
2019-06-07,0.0,14.3
2019-06-08,8.4,14.7
2019-06-09,0.5,14.3
2019-06-10,1.0,11.4
2019-06-11,34.0,13.2
2019-06-12,0.0,12.8
2019-06-13,14.5,12.7
2019-06-14,7.6,15.3
2019-06-15,0.0,14.8
2019-06-16,0.8,15.2
2019-06-17,1.3,16.7
2019-06-18,0.0,15.6
2019-06-19,2.3,16.6
2019-06-20,7.4,16.1
2019-06-21,0.0,16.1
2019-06-22,0.0,17.1
2019-06-23,0.0,18.7
2019-06-24,0.0,21.1
2019-06-25,2.8,19.9
2019-06-26,0.0,17.4
2019-06-27,0.0,17.5
2019-06-28,0.0,17.9
2019-06-29,0.0,24.4
2019-06-30,0.0,19.5
2019-07-01,0.0,18.1
2019-07-02,0.0,17.1
2019-07-03,0.0,18.3
2019-07-04,0.0,20.0
2019-07-05,0.0,21.5
2019-07-06,0.0,19.7
2019-07-07,1.5,17.4
2019-07-08,5.1,18.3
2019-07-09,0.0,19.6
2019-07-10,0.0,21.0
2019-07-11,0.0,21.0
2019-07-12,0.0,20.8
2019-07-13,0.0,19.3
2019-07-14,0.0,17.6
2019-07-15,0.5,17.0
2019-07-16,0.0,19.8
2019-07-17,0.0,20.4
2019-07-18,0.5,19.1
2019-07-19,2.3,16.7
2019-07-20,17.5,19.6
2019-07-21,0.0,18.6
2019-07-22,0.0,21.6
2019-07-23,0.0,25.5
2019-07-24,0.8,25.9
2019-07-25,0.0,28.6
2019-07-26,3.6,22.1
2019-07-27,13.0,17.9
2019-07-28,2.0,19.0
2019-07-29,0.0,20.2
2019-07-30,0.0,18.2
2019-07-31,3.8,19.7
2019-08-01,0.0,20.1
2019-08-02,0.0,20.6
2019-08-03,0.0,19.8
2019-08-04,0.0,20.3
2019-08-05,0.0,19.9
2019-08-06,0.5,19.2
2019-08-07,0.0,18.6
2019-08-08,1.3,19.3
2019-08-09,3.0,20.2
2019-08-10,2.0,18.9
2019-08-11,1.5,18.6
2019-08-12,0.0,15.6
2019-08-13,1.5,16.7
2019-08-14,0.0,15.8
2019-08-15,11.7,18.7
2019-08-16,0.0,16.1
2019-08-17,5.6,18.6
2019-08-18,0.0,16.8
2019-08-19,5.1,16.6
2019-08-20,1.3,16.3
2019-08-21,0.0,16.6
2019-08-22,0.0,18.2
2019-08-23,0.0,20.1
2019-08-24,0.0,21.8
2019-08-25,0.0,24.6
2019-08-26,0.0,24.8
2019-08-27,0.0,24.6
2019-08-28,0.3,20.2
2019-08-29,0.3,17.6
2019-08-30,0.0,18.2
2019-08-31,0.0,16.9
2019-09-01,0.0,15.9
2019-09-02,0.0,16.0
2019-09-03,0.0,17.9
2019-09-04,7.1,17.2
2019-09-05,0.0,14.8
2019-09-06,0.0,13.7
2019-09-07,0.0,14.5
2019-09-08,0.0,12.8
2019-09-09,0.0,13.7
2019-09-10,0.0,15.6
2019-09-11,0.0,17.5
2019-09-12,0.0,18.4
2019-09-13,0.0,17.4
2019-09-14,0.0,16.6
2019-09-15,0.0,18.4
2019-09-16,0.0,17.1
2019-09-17,0.8,14.9
2019-09-18,0.0,13.9
2019-09-19,0.0,14.8
2019-09-20,0.0,15.4
2019-09-21,0.0,18.2
2019-09-22,0.0,17.4
2019-09-23,1.8,15.9
2019-09-24,8.4,16.8
2019-09-25,23.1,17.1
2019-09-26,1.8,16.7
2019-09-27,2.5,15.2
2019-09-28,1.3,15.3
2019-09-29,4.6,16.0
2019-09-30,4.3,14.1
2019-10-01,7.1,15.7
2019-10-02,9.4,10.4
2019-10-03,0.0,9.4
2019-10-04,1.8,13.4
2019-10-05,0.5,13.5
2019-10-06,15.7,14.4
2019-10-07,1.3,13.2
2019-10-08,1.8,13.7
2019-10-09,3.3,12.3
2019-10-10,0.3,13.4
2019-10-11,3.0,15.4
2019-10-12,7.1,11.6
2019-10-13,12.7,13.7
2019-10-14,2.0,12.8
2019-10-15,5.6,12.8
2019-10-16,0.3,12.9
2019-10-17,0.5,11.5
2019-10-18,10.2,11.8
2019-10-19,2.3,11.3
2019-10-20,0.5,9.1
2019-10-21,0.3,11.6
2019-10-22,0.5,10.2
2019-10-23,0.0,10.1
2019-10-24,0.3,11.8
2019-10-25,5.6,13.4
2019-10-26,0.5,13.7
2019-10-27,4.3,7.6
2019-10-28,0.0,6.4
2019-10-29,0.0,8.8
2019-10-30,0.0,9.2
2019-10-31,0.0,8.3
2019-11-01,2.3,13.1
2019-11-02,2.3,11.9
2019-11-03,4.3,9.1
2019-11-04,1.8,8.9
2019-11-05,0.3,9.6
2019-11-06,1.3,7.0
2019-11-07,9.1,7.6
2019-11-08,0.0,4.8
2019-11-09,0.3,4.7
2019-11-10,12.2,7.5
2019-11-11,2.5,7.2
2019-11-12,0.0,6.4
2019-11-13,1.8,6.1
2019-11-14,17.3,5.9
2019-11-15,0.0,6.2
2019-11-16,1.8,6.2
2019-11-17,0.0,5.4
2019-11-18,0.0,6.4
2019-11-19,0.0,2.4
2019-11-20,0.0,4.8
2019-11-21,0.0,4.6
2019-11-22,4.1,7.8
2019-11-23,1.3,9.3
2019-11-24,3.3,9.4
2019-11-25,0.3,10.4
2019-11-26,1.8,11.4
2019-11-27,4.8,10.2
2019-11-28,3.6,8.8
2019-11-29,2.0,4.9
2019-11-30,0.0,3.5
2019-12-01,0.3,3.9
2019-12-02,0.0,2.8
2019-12-03,0.3,5.0
2019-12-04,0.0,3.8
2019-12-05,0.0,4.6
2019-12-06,1.5,11.1
2019-12-07,2.8,9.6
2019-12-08,2.0,9.4
2019-12-09,0.0,7.6
2019-12-10,0.0,6.9
2019-12-11,3.6,5.4
2019-12-12,0.0,5.4
2019-12-13,11.2,7.1
2019-12-14,2.0,6.4
2019-12-15,10.9,7.4
2019-12-16,8.4,7.2
2019-12-17,3.0,6.7
2019-12-18,2.8,6.5
2019-12-19,8.9,11.7
2019-12-20,10.9,8.2
2019-12-21,8.4,8.2
2019-12-22,8.6,8.1
2019-12-23,0.3,8.3
2019-12-24,1.3,9.4
2019-12-25,0.3,5.3
2019-12-26,0.3,7.0
2019-12-27,2.5,7.3
2019-12-28,0.0,8.0
2019-12-29,0.0,7.3
2019-12-30,0.0,6.5
2019-12-31,0.0,7.3
